record_no_	tripno	otarms	empst	occ	jbsite	wkweek	female	age	age1	age2	age3	dweltp	pinc	hhsize	nveh	weight	nwkrs	nldr	hinc	trdist	mindst	minsub	dsttrm	nterm	gacca	gegrw	gwait	gfare	lsdum	twait	taccw	tegrw	tfare	mcost	mdist	mspace	lnlots	zcost	zdist	zspace	zcd	zcs	zds	mdpri	mspri	lnlpri	zdpri	zspri	zdspri	free	aavail	tavail	dlic	ivtt1	ivtt2	ivtt3	ivtt4	ivtt5	avail1	avail1bis	avail2	avail3	avail4	avail5	choice
281	11813	241	2	1	1	1	1	23	1	0	0	4	23	2	9	0.8	2	1	40	13	507	12	13	22	9999	9999	9999	9999	9999	2.37	4.28	3.57	0.71	5.46	717	4.75	3.89	3.69	43062.53	0.83	68.18	-0.24	5.3	0	0	9.99	0	0	0	0	5	1	1	38	38	21.69	9999	9999	1	1	1	1	0	0	2
285	11931	298	1	4	2	5	0	20	1	0	0	1	8	5	1	1.87	5	3	33	17	1150	3	7	21	9999	9999	9999	9999	9999	3.4	3.72	2.46	0.71	4.82	677	4.36	3.3	3.97	62454.07	1.09	316.15	-0.34	-20.31	0	0	9.99	0	0	0	0	5	1	0	39	39	34.38	9999	9999	1	0	1	1	0	0	2
289	12107	356	2	2	5	1	1	40	0	1	0	1	18	3	9	0.64	1	0	28	13	300	3	10	21	9999	9999	9999	9999	9999	4.51	2.11	4.33	0.71	6.65	667	4.7	4.69	5.03	47804.51	1.29	-228.96	0.08	-48.72	42	4.38	0	0	0	0	0	5	1	0	40	40	28.95	9999	9999	1	0	1	1	0	0	2
296	12354	327	2	1	1	2	1	48	0	1	0	1	18	3	1	1.72	2	2	0	18	343	6	5	20	9999	9999	9999	9999	9999	3.4	3.15	4.5	0.71	5.38	624	4.74	4.22	3.92	65434.12	0.66	114.42	-0.03	34.85	0	0	9.99	0	0	0	0	5	1	1	44	44	37.43	9999	9999	1	1	1	1	0	0	2
292	12165	317	2	1	1	1	1	30	0	1	0	3	18	4	9	0.48	3	2	63	17	196	9	4	20	1.23	4.26	0.69	3.06	0	2.33	3.14	7.02	0.71	6.31	663	4.68	4.77	5.61	50040.68	1.32	-124.07	0.35	-64.28	0	0	9.99	0	0	0	0	5	1	0	45	45	41.77	0.6	9999	1	0	1	1	1	0	2
276	11478	304	1	1	1	1	0	65	0	0	1	1	33	2	1	1.47	2	2	60	15	188	4	4	20	9999	9999	9999	9999	9999	1.66	2.3	3.21	0.71	6.44	641	4.77	4.54	6.53	56953.32	1.15	-53.57	-0.15	43.51	88	2.08	0	0	0	0	0	3	1	1	47	47	35.22	9999	9999	1	1	1	1	0	0	2
279	11668	335	2	4	1	2	0	55	0	0	1	1	13	2	1	1.47	2	2	15	23	251	4	5	20	9999	9999	9999	9999	9999	4.99	2.8	7.71	0.71	6.29	634	4.67	4.5	6.69	62117.87	1.07	-46.31	-0.25	45.52	85	2.32	1.39	45.25	0.06	-0.94	0	1	1	1	50	50	38.14	9999	9999	1	1	1	1	0	0	2
295	12344	805	2	8	1	1	0	22	1	0	0	1	3	4	2	1.42	1	2	50	25	242	18	16	22	5.19	5.62	1	2.81	0	3.19	3.96	4.48	1.42	5.72	614	5.13	3.18	4.66	71185.71	1.17	4.85	-0.63	-68.63	83	5.23	0	0	0	0	0	4	1	1	52	52	42.96	5.66	9999	1	1	1	1	1	0	2
287	11943	809	2	8	1	1	0	29	0	1	0	4	23	3	1	0.53	1	2	0	27	296	9	18	22	9.59	3.92	0	2.1	0	4.91	3.05	2.99	1.42	6.36	631	4.79	4.64	5.76	45299.31	1.28	-266.56	0.08	-66.62	0	0	9.99	0	0	0	0	1	1	1	59	59	55.89	50.33939405	9999	1	1	1	1	1	0	2
275	11459	657	2	8	1	1	0	28	0	1	0	1	38	2	2	0.69	2	2	70	31	296	9	14	20	3.48	3.92	0	2.35	0	5.82	2.72	4.72	1.42	6.36	631	4.79	4.64	5.76	45299.31	1.28	-266.56	0.08	-66.62	0	0	9.99	0	0	0	0	1	2	1	60	60	48.44	52.75565826	9999	1	1	1	1	1	0	2
286	11940	809	2	1	1	1	1	34	0	1	0	3	18	3	1	0.58	-50	-50	0	26	343	6	16	22	8.61	4.8	1	2.81	0	5.44	2.61	7	1.42	5.38	624	4.74	4.22	3.92	65434.12	0.66	114.42	-0.03	34.85	0	0	9.99	0	0	0	0	4	1	1	62	62	50.18	36.58805387	9999	1	1	1	1	1	0	2
291	12157	813	2	8	1	1	0	38	0	1	0	1	23	4	1	0.61	2	2	35	36	296	9	22	22	6.76	3.92	0	2.6	0	10.3	3.05	4.27	1.42	6.36	631	4.79	4.64	5.76	45299.31	1.28	-266.56	0.08	-66.62	0	0	9.99	0	0	0	0	1	1	1	70	70	63.94	55	9999	1	1	1	1	1	0	2
294	12282	427	2	8	1	1	0	33	0	1	0	1	43	2	1	0.62	1	2	50	46	273	9	0	0	5.69	4.6	0	2.8	1	9999	9999	9999	9999	6.3	639	4.78	4.69	5.7	45672.77	1.27	-260.05	0.16	-60.36	0	0	9.99	0	0	0	0	2	3	1	71	71	9999	50	9999	1	1	1	0	1	0	2
283	11851	421	2	8	1	1	1	26	0	1	0	1	28	3	2	0.78	2	3	128	43	507	12	0	0	0.7	4.69	1	3.51	1	9999	9999	9999	9999	5.46	717	4.75	3.89	3.69	43062.53	0.83	68.18	-0.24	5.3	0	0	9.99	0	0	0	0	1	1	1	74	74	9999	54.84509264	9999	1	1	1	0	1	0	2
175	7448	193	2	2	1	1	0	40	0	1	0	1	70	4	9	0.48	2	2	123	5	368	17	11	21	9999	9999	9999	9999	9999	1	4.87	5	0.71	5.68	621	4.78	3.95	4.07	47833.08	0.93	-81.2	0.24	-27.35	0	0	9.99	0	0	0	0	3	1	1	0	0	6.83	9999	9999	1	1	1	1	0	0	3
233	9793	5	2	8	1	1	0	52	0	1	0	4	100	2	1	1.77	1	1	0	0	309	18	12	21	9999	9999	9999	9999	9999	0	0.67	1.24	0.71	5.79	622	5.12	3.3	4.35	71670.48	1.07	0.03	-0.5	-68.58	81	5.23	0	0	0	0	0	1	3	1	0	0	1.5	9999	9999	1	1	1	1	0	0	3
113	4780	28	2	8	6	2	0	44	0	1	0	4	28	1	9	0.69	1	1	28	1	562	11	14	22	9999	9999	9999	9999	9999	0	2.45	4.61	0.71	5.98	610	4.96	4.08	4.16	55933.46	1	-231.74	-0.37	-34.26	0	0	9.99	0	0	0	0	5	1	1	2	2	1.5	9999	9999	1	1	1	1	0	0	3
268	11261	6	2	8	6	1	0	27	0	1	0	4	38	1	1	1.16	1	1	38	1	762	18	13	21	9999	9999	9999	9999	9999	0	3.65	2.64	0.71	5.02	737	4.81	3.37	6.23	66105.73	1.03	239.16	-0.43	-40.01	40	2.08	0	0	0	0	0	1	1	1	3	3	1.5	9999	9999	1	1	1	1	0	0	3
90	4068	9	2	8	1	1	1	47	0	1	0	4	38	1	9	0.69	1	1	38	0	0	5	13	21	9999	9999	9999	9999	9999	0	1.01	1.92	0.71	5.44	582	4.66	4.41	3.99	60958.12	0.83	176.24	-0.03	-28.21	0	0	9.99	0	0	0	0	5	1	1	4	4	1.5	9999	9999	1	1	1	1	0	0	3
99	4365	29	2	1	1	1	1	34	0	1	0	4	23	4	1	0.89	-50	-50	0	1	296	9	14	22	9999	9999	9999	9999	9999	2.16	2.51	2.14	0.71	6.36	631	4.79	4.64	5.76	45299.31	1.28	-266.56	0.08	-66.62	0	0	9.99	0	0	0	0	5	1	1	4	4	5.55	9999	9999	1	1	1	1	0	0	3
131	5494	9	2	8	1	1	0	37	0	1	0	4	28	2	9	0.8	2	2	60	1	343	6	13	21	9999	9999	9999	9999	9999	0.55	3.83	3.44	0.71	5.38	624	4.74	4.22	3.92	65434.12	0.66	114.42	-0.03	34.85	0	0	9.99	0	0	0	0	5	1	1	4	4	1.42	9999	9999	1	1	1	1	0	0	3
181	7820	9	2	2	1	1	0	32	0	1	0	4	28	1	9	0.69	1	1	28	2	102	2	14	21	9999	9999	9999	9999	9999	1	0.83	4.34	0.71	6.65	622	4.79	4.56	5.79	57781.04	1.43	-165.5	-0.24	-5.88	0	0	9.99	0	0	0	0	5	1	1	4	4	3.56	9999	9999	1	1	1	1	0	0	3
80	3772	9	2	1	1	1	1	46	0	1	0	4	18	1	9	0.69	1	0	18	2	879	5	12	21	9999	9999	9999	9999	9999	1.55	1.77	4.13	0.71	5.77	698	4.99	3.89	4.02	38631.1	0.9	-239.58	-0.15	16.08	58	3.25	1.39	197	0.19	2.87	0	5	1	0	5	5	4.04	9999	9999	1	0	1	1	0	0	3
160	6821	9	2	8	1	1	0	34	0	1	0	4	38	1	9	0.69	1	1	38	2	231	11	12	21	9999	9999	9999	9999	9999	1.58	4.43	5.12	0.71	6.49	652	4.83	4.47	6.67	62968.18	1.08	20.29	-0.24	-65.15	96	1.95	0	0	0	0	0	5	1	1	5	5	2.54	9999	9999	1	1	1	1	0	0	3
71	3451	155	2	3	5	1	0	44	0	1	0	4	0	2	1	1.77	2	2	23	2	255	6	11	21	9999	9999	9999	9999	9999	1	3.77	0.73	0.71	5.25	619	4.68	4.2	3.76	67612.71	0.64	78.24	-0.09	12.48	48	3.41	1.39	826.69	1.97	-4.9	0	1	1	1	6	6	2.78	9999	9999	1	1	1	1	0	0	3
77	3583	36	1	7	1	3	0	35	0	1	0	4	8	1	9	0.69	1	1	8	2	103	4	14	21	9999	9999	9999	9999	9999	1.8	2.5	0.67	0.71	6.31	647	4.78	4.59	6.82	52346.57	1.07	3.42	-0.21	-28.99	0	0	9.99	0	0	0	0	5	1	1	6	6	5.73	9999	9999	1	1	1	1	0	0	3
88	3992	2	2	8	6	6	0	56	0	0	1	2	70	5	2	1.78	1	2	105	3	550	5	12	21	9999	9999	9999	9999	9999	1	1.71	2.58	0.71	5.49	636	4.86	4.23	3.52	57431.97	0.92	-155.75	0	-9.03	85	2.84	1.1	10.89	0.1	-1.01	0	1	1	1	6	6	5.28	9999	9999	1	1	1	1	0	0	3
106	4612	36	2	1	8	1	1	29	0	1	0	4	23	3	9	0.74	2	2	45	1	207	10	14	22	9999	9999	9999	9999	9999	1.33	4.3	1.72	0.71	6.46	690	4.81	4.73	5.24	47551.11	1.22	-120.49	0.31	-36.57	0	0	9.99	0	0	0	0	5	1	1	6	6	4.91	9999	9999	1	1	1	1	0	0	3
153	6519	57	2	8	8	6	0	44	0	1	0	2	23	2	3	1.12	9	9	0	4	1086	1	12	21	9999	9999	9999	9999	9999	2.74	1.61	2.88	0.71	4.31	559	4.41	4.13	3.66	71396	0.79	252.87	0.42	88.44	90	2.65	1.1	2	0.07	-0.29	0	2	1	1	6	6	12.57	9999	9999	1	1	1	1	0	0	3
238	10038	29	2	1	1	1	1	40	0	1	0	4	18	1	9	0.69	1	0	18	3	1150	3	16	22	9999	9999	9999	9999	9999	2.19	4.66	4.37	0.71	4.82	677	4.36	3.3	3.97	62454.07	1.09	316.15	-0.34	-20.31	0	0	9.99	0	0	0	1	5	9	0	6	6	13.13	9999	9999	1	0	1	1	0	0	3
264	11051	77	2	8	6	1	0	30	0	1	0	3	33	3	9	0.74	3	1	53	2	434	11	14	21	9999	9999	9999	9999	9999	1.5	3.72	4.06	0.71	6.1	591	4.96	4.14	4.07	59999.72	1.12	-163.53	-0.36	-35.32	0	0	9.99	0	0	0	0	4	1	0	6	6	8.29	9999	9999	1	0	1	1	0	0	3
76	3559	58	2	1	6	1	1	32	0	1	0	2	18	5	9	0.48	9	9	0	2	1599	11	12	21	9999	9999	9999	9999	9999	1.35	4.09	6.34	0.71	6.37	649	4.76	2.48	6.9	85302.59	0.72	92.24	-0.9	-112.6	0	0	9.99	0	0	0	0	5	1	0	7	7	5.91	9999	9999	1	0	1	1	0	0	3
87	3974	9	2	8	6	1	1	37	0	1	0	4	38	1	9	0.69	1	1	38	2	1030	14	12	21	9999	9999	9999	9999	9999	1.5	1.06	3.14	0.71	7.06	690	4.93	2.48	7.32	46426.59	1.28	237.46	-1.35	-61.79	92	3.3	1.39	7.25	0.43	-1.04	0	4	1	1	7	7	7.46	9999	9999	1	1	1	1	0	0	3
92	4154	24	2	2	5	1	1	22	1	0	0	4	13	3	1	1.43	9	9	0	2	244	6	14	21	9999	9999	9999	9999	9999	2.5	1.96	1.86	0.71	5.05	656	4.82	4.09	2.86	44722.4	0.91	-100.51	-0.04	49.76	0	0	9.99	0	0	0	0	5	1	0	7	7	5.83	9999	9999	1	0	1	1	0	0	3
151	6453	20	2	3	1	2	0	28	0	1	0	5	23	1	9	0.69	1	1	23	3	587	10	13	21	9999	9999	9999	9999	9999	2.94	3.51	0.52	0.71	5.23	604	4.68	4.5	4.52	53673.54	1.08	156.69	0.9	94.69	68	3.18	0.69	841	0.16	11.76	0	4	1	1	7	7	11.5	9999	9999	1	1	1	1	0	0	3
152	6493	20	1	8	5	4	0	55	0	0	1	4	18	1	9	0.69	1	1	18	3	550	9	13	21	9999	9999	9999	9999	9999	1.56	4.95	5.17	0.71	5.22	536	4.58	4.48	4.78	60680.34	1.07	181.91	0.52	61.03	80	2.31	1.39	510.5	0.34	4.07	0	5	1	1	7	7	7.01	9999	9999	1	1	1	1	0	0	3
140	6068	31	2	1	8	1	1	23	1	0	0	4	23	1	9	0.69	1	1	23	4	762	8	12	22	9999	9999	9999	9999	9999	4.99	2.59	0.99	0.71	5.1	655	4.76	2.48	5.3	101567.67	0.75	-179.76	0.21	-118.8	48	3.53	0	0	0	0	0	5	1	1	8	8	11.88	9999	9999	1	1	1	1	0	0	3
167	7077	20	2	8	1	1	1	28	0	1	0	4	28	2	2	1.12	2	2	55	5	1443	1	12	21	9999	9999	9999	9999	9999	3.83	4.53	1.89	0.71	3.29	671	4.14	3.5	2.35	44796.24	0.41	87.71	-0.05	-39.16	72	3	1.61	153.04	0.27	1.16	1	1	1	1	8	8	15.24	9999	9999	1	1	1	1	0	0	3
215	8887	7	2	3	5	6	1	54	0	1	0	4	13	2	9	0.8	2	0	25	2	250	5	12	21	9999	9999	9999	9999	9999	2	3.65	3.24	0.71	5.56	595	4.69	4.48	4.01	59581	0.96	-19.14	0.04	-58.47	0	0	9.99	0	0	0	0	5	1	0	8	8	3.76	9999	9999	1	0	1	1	0	0	3
259	10754	8	2	8	6	2	1	26	0	1	0	4	28	2	9	0.8	2	1	55	2	440	11	12	21	9999	9999	9999	9999	9999	1.61	4.69	4.77	0.71	6.1	597	4.96	4.14	4.07	60240.48	1.12	-163.23	-0.36	-35.73	0	0	9.99	0	0	0	0	5	1	0	8	8	5.76	9999	9999	1	0	1	1	0	0	3
168	7159	3	2	8	1	1	0	55	0	0	1	4	70	1	9	0.69	1	0	100	2	838	11	11	21	9999	9999	9999	9999	9999	2.62	1.44	3.96	0.71	5.88	688	4.96	4.06	3.94	52981.17	1.01	-197.57	-0.15	-3.77	53	3.02	0.69	0.25	0.15	0.19	0	5	1	0	9	9	5.93	9999	9999	1	0	1	1	0	0	3
249	10538	57	2	8	1	2	1	29	0	1	0	2	28	2	1	1.47	2	2	128	4	181	10	13	21	9999	9999	9999	9999	9999	2	2.04	2.9	0.71	6.04	648	4.7	4.74	6.15	54392.49	1.2	-60.78	0.54	-34.41	38	4.75	0.69	169	0.06	-3.16	0	5	1	1	9	9	8.05	9999	9999	1	1	1	1	0	0	3
199	8184	79	2	6	3	1	0	50	0	1	0	2	43	7	2	1.78	6	3	0	2	929	9	12	22	9999	9999	9999	9999	9999	1.5	1.3	1.93	0.71	4.43	597	4.39	4.23	4	54593.8	0.74	159.89	0.28	86.27	0	0	9.99	0	0	0	0	1	1	1	10	10	6.37	9999	9999	1	1	1	1	0	0	3
200	8186	79	2	1	1	1	1	26	0	1	0	2	13	7	2	1.78	6	3	0	2	893	1	13	22	9999	9999	9999	9999	9999	1.63	3.9	1.93	0.71	4.67	566	4.54	4.34	4.14	80394.57	0.84	242.45	0.72	100.23	86	2.63	1.1	20.22	0.01	0.53	0	1	1	1	10	10	7.03	9999	9999	1	1	1	1	0	0	3
95	4304	198	2	6	5	1	0	45	0	1	0	1	33	2	1	1.47	2	2	60	4	59	3	13	21	9999	9999	9999	9999	9999	1.09	0.84	7.37	0.71	6.56	643	4.76	4.61	5.55	59053.04	1.2	-290.9	0.2	32.68	0	0	9.99	0	0	0	0	1	1	1	11	11	9.57	9999	9999	1	1	1	1	0	0	3
96	4306	198	2	1	1	1	1	31	0	1	0	1	28	2	1	1.47	2	2	60	4	137	2	13	21	9999	9999	9999	9999	9999	1.33	1.2	5.16	0.71	6.56	635	4.82	4.64	5.5	45490.43	1.38	-246.79	-0.2	-38.3	0	0	9.99	0	0	0	0	1	1	1	11	11	12.14	9999	9999	1	1	1	1	0	0	3
70	3448	155	2	1	1	1	1	39	0	1	0	4	23	2	1	1.77	2	2	23	5	1504	1	11	21	9999	9999	9999	9999	9999	2.42	5.38	0.73	0.71	4.8	775	5.08	1.61	0.16	7184.2	0.43	20.88	-0.12	-32.38	82	3.22	0	0	0	0	0	1	2	1	13	13	12.75	9999	9999	1	1	1	1	0	0	3
261	10882	151	2	8	6	2	1	50	0	1	0	4	38	1	9	0.69	1	1	38	5	869	18	11	21	9999	9999	9999	9999	9999	2.39	1.04	6.5	0.71	4.72	715	4.64	3.18	5.25	71773.09	0.86	244.84	-0.4	-75.87	0	0	9.99	0	0	0	0	5	1	1	13	13	8.58	9999	9999	1	1	1	1	0	0	3
120	5028	81	2	2	1	1	1	28	0	1	0	4	23	1	9	0.69	1	0	23	5	296	9	13	22	9999	9999	9999	9999	9999	1.27	2	1.03	0.71	6.36	631	4.79	4.64	5.76	45299.31	1.28	-266.56	0.08	-66.62	0	0	9.99	0	0	0	0	5	1	0	15	15	16.2	9999	9999	1	0	1	1	0	0	3
143	6287	158	2	8	1	1	1	40	0	1	0	4	28	1	1	1.14	1	1	28	4	507	12	10	21	9999	9999	9999	9999	9999	1.52	2.79	6.54	0.71	5.46	717	4.75	3.89	3.69	43062.53	0.83	68.18	-0.24	5.3	0	0	9.99	0	0	0	0	1	1	1	15	15	9.86	9999	9999	1	1	1	1	0	0	3
237	9969	157	2	8	1	1	0	44	0	1	0	3	28	2	9	0.69	2	0	60	5	260	2	12	21	9999	9999	9999	9999	9999	1.12	2.68	2.15	0.71	6.72	629	4.92	4.49	5.72	55999.87	1.29	-15.76	-0.26	-41.22	0	0	9.99	0	0	0	0	5	1	0	15	15	8.04	9999	9999	1	0	1	1	0	0	3
86	3917	150	1	2	5	4	1	64	0	0	1	4	13	1	9	0.69	1	0	13	6	2	17	8	21	9999	9999	9999	9999	9999	2.49	2.4	0.84	0.71	5.99	578	5	3.83	4.63	61586.48	0.85	-113.11	-0.02	-20.14	0	0	9.99	0	0	0	0	5	1	0	16	16	14.76	9999	9999	1	0	1	1	0	0	3
128	5185	193	2	8	6	1	0	37	0	1	0	2	70	2	9	0.69	2	2	133	3	762	18	12	21	9999	9999	9999	9999	9999	1.58	4.14	3.96	0.71	5.02	737	4.81	3.37	6.23	66105.73	1.03	239.16	-0.43	-40.01	40	2.08	0	0	0	0	0	5	1	1	16	16	6.42	9999	9999	1	1	1	1	0	0	3
122	5086	195	2	2	1	1	0	58	0	0	1	1	48	2	1	1.47	9	9	0	5	417	3	12	21	9999	9999	9999	9999	9999	2.43	4	5.72	0.71	6.35	598	4.66	4.38	6.99	61537.25	1.24	-62.57	-0.06	117.45	21	2.09	1.79	886.33	0.02	1.73	0	1	1	1	17	17	8.93	9999	9999	1	1	1	1	0	0	3
69	3418	178	2	8	1	2	0	52	0	1	0	1	70	1	1	1.16	1	1	100	6	21	11	10	21	9999	9999	9999	9999	9999	4.12	2.01	9.75	0.71	6.63	690	4.75	4.57	6.21	57271.59	1.09	78.31	-0.07	-68.8	86	3.04	1.1	312.67	0.17	-5.4	0	1	1	1	18	18	14.95	9999	9999	1	1	1	1	0	0	3
133	5639	202	2	8	6	2	1	49	0	1	0	2	38	4	9	0.48	-50	-50	0	5	445	5	12	21	9999	9999	9999	9999	9999	1.5	2.16	3.13	0.71	5.31	564	4.77	4.17	3.91	48275.38	0.8	-10.44	0.06	13.96	82	2.83	1.1	50.67	0.84	5.83	0	5	1	1	19	19	18.8	9999	9999	1	1	1	1	0	0	3
176	7519	119	2	8	1	1	0	43	0	1	0	4	23	1	9	0.69	1	0	23	7	342	9	11	21	9999	9999	9999	9999	9999	1.75	3.86	1.91	0.71	6.24	667	4.72	4.8	5.47	45643.17	1.38	-271.67	0.19	-59.72	0	0	9.99	0	0	0	0	4	1	0	19	19	12.18	9999	9999	1	0	1	1	0	0	3
187	7911	156	2	8	1	1	1	32	0	1	0	4	43	1	1	1.14	1	1	43	5	95	2	11	21	9999	9999	9999	9999	9999	1	1.52	3.82	0.71	6.63	619	4.85	4.56	5.7	48602.34	1.45	-156.87	-0.18	-37.3	95	2.3	0.69	6.25	0	0	0	5	1	1	19	19	7.43	9999	9999	1	1	1	1	0	0	3
228	9458	180	2	1	1	2	1	37	0	1	0	1	28	2	2	1.48	2	2	0	6	543	3	12	21	9999	9999	9999	9999	9999	2.53	4.46	5.45	0.71	6.3	616	4.54	4.3	7.19	53302.97	1.11	4.66	-0.13	88.9	72	2.67	1.39	122.19	0.65	8.75	0	1	1	1	19	19	11.22	9999	9999	1	1	1	1	0	0	3
230	9603	122	2	8	1	1	0	25	0	1	0	2	18	4	1	1.87	1	2	0	5	408	6	12	21	9999	9999	9999	9999	9999	3.09	2.68	5.6	0.71	5.54	651	4.73	4.04	4.17	68474.88	0.63	165.95	-0.15	15.48	77	2.34	0.69	30.25	0.02	-0.79	0	3	1	1	19	19	14.14	9999	9999	1	1	1	1	0	0	3
266	11163	180	2	1	1	1	1	26	0	1	0	4	0	2	1	1.77	2	1	18	7	50	2	11	21	9999	9999	9999	9999	9999	2.94	0.29	1.4	0.71	6.56	635	4.78	4.62	5.67	55261.34	1.38	-221.99	-0.2	-18.23	86	3.53	0	0	0	0	0	5	1	0	19	19	15.08	9999	9999	1	0	1	1	0	0	3
269	11265	116	2	8	6	6	1	30	0	1	0	2	28	5	1	1.87	3	-48	0	7	562	11	10	21	9999	9999	9999	9999	9999	3	3.29	4.96	0.71	5.98	610	4.96	4.08	4.16	55933.46	1	-231.74	-0.37	-34.26	0	0	9.99	0	0	0	0	3	1	1	19	19	17.53	9999	9999	1	1	1	1	0	0	3
263	11012	202	2	9	6	1	0	49	0	1	0	1	23	4	9	0.48	2	0	45	8	1021	15	10	21	9999	9999	9999	9999	9999	2.68	5.58	6.45	0.71	5.54	593	5.48	1.79	4.58	72979.34	0.22	89.38	-0.9	-13.49	0	0	9.99	0	0	0	0	5	1	0	20	20	21.4	9999	9999	1	0	1	1	0	0	3
156	6667	179	1	1	1	1	1	59	0	0	1	4	8	2	1	1.77	-50	-50	0	5	161	17	10	21	9999	9999	9999	9999	9999	2.02	0.72	3.27	0.71	6.22	563	4.97	3.81	5.24	61565.42	0.82	-19.74	-0.04	-22.78	72	4.72	0	0	0	0	0	1	1	1	21	21	9.16	9999	9999	1	1	1	1	0	0	3
218	8961	118	1	1	1	2	1	49	0	1	0	4	100	1	9	0.69	1	0	0	8	1876	4	13	21	9999	9999	9999	9999	9999	2.16	4.76	4.39	0.71	0	0	0	9.99	0	0	0	0	0	0	69	3.34	1.1	213.56	0.36	4.4	0	5	1	0	21	21	17.17	9999	9999	1	0	1	1	0	0	3
78	3642	62	2	1	1	1	1	58	0	0	1	2	23	4	3	1.78	9	9	0	6	277	11	13	22	9999	9999	9999	9999	9999	2.69	1.08	4.76	0.71	6.14	640	4.91	4.23	4.06	56394.29	1.12	-88.58	-0.16	-41.71	75	4.51	0.69	42.25	0.19	2.83	0	1	1	1	22	22	17.02	9999	9999	1	1	1	1	0	0	3
84	3909	115	2	1	1	1	1	27	0	1	0	1	18	2	9	0.69	1	0	30	8	291	2	12	21	9999	9999	9999	9999	9999	3.01	2.55	2.46	0.71	6.46	667	4.75	4.76	5.39	50291.52	1.3	-304.79	-0.12	-26.04	70	2.48	0	0	0	0	0	5	1	0	22	22	20.18	9999	9999	1	0	1	1	0	0	3
91	4091	64	2	8	5	6	0	39	0	1	0	2	53	2	1	1.47	2	1	65	8	607	1	13	21	9999	9999	9999	9999	9999	2	6.75	6.45	0.71	5.81	732	5.17	2.08	2.12	24627.13	1	-85.71	-0.17	29.88	0	0	9.99	0	0	0	1	1	1	1	22	22	15.26	9999	9999	1	1	1	1	0	0	3
127	5183	193	2	8	1	1	0	32	0	1	0	2	33	2	9	0.69	2	2	133	4	211	17	11	21	9999	9999	9999	9999	9999	1	1.44	3.96	0.71	6.22	561	4.97	3.81	5.24	62059.38	0.82	5.55	-0.04	-17.42	0	0	9.99	0	0	0	0	5	1	1	22	22	7.05	9999	9999	1	1	1	1	0	0	3
144	6294	190	2	8	1	1	1	27	0	1	0	2	43	1	1	1.14	1	1	43	8	233	4	11	21	9999	9999	9999	9999	9999	2.27	2.12	3.67	0.71	6.19	642	4.81	4.55	6.48	58538.11	1.03	-18.77	-0.04	-46.71	62	1.95	0	0	0	0	0	1	1	1	22	22	12.24	9999	9999	1	1	1	1	0	0	3
183	7861	179	2	1	1	1	0	30	0	1	0	4	18	2	1	1.77	2	2	35	6	233	4	10	21	9999	9999	9999	9999	9999	3.29	2.12	4.22	0.71	6.19	642	4.81	4.55	6.48	58538.11	1.03	-18.77	-0.04	-46.71	62	1.95	0	0	0	0	0	3	1	1	22	22	11.93	9999	9999	1	1	1	1	0	0	3
64	3225	148	2	8	1	6	0	45	0	1	0	1	70	2	2	1.48	2	-49	0	7	296	9	9	21	9999	9999	9999	9999	9999	1.28	2.72	2.34	0.71	6.36	631	4.79	4.64	5.76	45299.31	1.28	-266.56	0.08	-66.62	0	0	9.99	0	0	0	0	1	1	1	23	23	11.38	9999	9999	1	1	1	1	0	0	3
68	3328	63	2	8	1	2	1	52	0	1	0	5	48	1	1	1.16	1	1	48	7	233	4	13	22	9999	9999	9999	9999	9999	3.51	2.27	8.59	0.71	6.19	642	4.81	4.55	6.48	58538.11	1.03	-18.77	-0.04	-46.71	62	1.95	0	0	0	0	0	1	1	1	23	23	16.6	9999	9999	1	1	1	1	0	0	3
83	3888	146	2	8	1	1	0	37	0	1	0	2	43	3	1	1.72	-50	-50	0	6	427	5	8	21	9999	9999	9999	9999	9999	1.58	4.5	7.64	0.71	5.56	592	4.77	4.44	3.82	70011.46	0.99	-133.89	0.04	-48.26	76	1.95	0	0	0	0	0	3	9	1	23	23	12.62	9999	9999	1	1	1	1	0	0	3
98	4350	117	2	1	1	1	1	22	1	0	0	2	3	5	2	1.78	9	9	0	8	101	9	11	21	9999	9999	9999	9999	9999	1.88	1.97	8.07	0.71	6.01	654	4.68	4.8	5.8	55829.55	1.24	-122.95	0.43	-54.33	76	3.31	1.1	81.55	0.52	1.64	0	9	1	1	23	23	14.32	9999	9999	1	1	1	1	0	0	3
124	5139	179	1	1	1	1	1	21	1	0	0	4	18	1	9	0.69	1	1	18	4	261	5	11	21	9999	9999	9999	9999	9999	2.76	2	1.98	0.71	4.97	564	4.66	4.25	3.44	59820	0.74	172.99	-0.17	25.97	73	4.09	0	0	0	0	0	5	1	1	23	23	8.98	9999	9999	1	1	1	1	0	0	3
137	5909	142	2	1	1	1	1	59	0	0	1	4	18	1	9	0.69	1	0	18	8	319	9	7	21	9999	9999	9999	9999	9999	2.28	3.06	2.66	0.71	5.78	584	4.7	4.62	6.99	53752.04	1.23	40.51	0.69	11.2	71	2.28	1.61	505.84	0.16	5.74	0	5	1	0	23	23	20.38	9999	9999	1	0	1	1	0	0	3
